state,exposure_category,year,quarter,period,period_index,date,hiv_notifications,prep_dispensing_count,post_pbs_listing,post_epic_nsw,covid_period,is_msm,msm_x_post_pbs,population_share,msm_population_weight,baseline_testing_rate_per_100k,seifa_irsad_index
NT,Heterosexual,2013,1,2013Q1,0,2013-01-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2013,2,2013Q2,1,2013-04-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2013,3,2013Q3,2,2013-07-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2013,4,2013Q4,3,2013-10-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2014,1,2014Q1,4,2014-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2014,2,2014Q2,5,2014-04-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2014,3,2014Q3,6,2014-07-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2014,4,2014Q4,7,2014-10-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2015,1,2015Q1,8,2015-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2015,2,2015Q2,9,2015-04-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2015,3,2015Q3,10,2015-07-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2015,4,2015Q4,11,2015-10-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2016,1,2016Q1,12,2016-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2016,2,2016Q2,13,2016-04-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2016,3,2016Q3,14,2016-07-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2016,4,2016Q4,15,2016-10-01,3,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2017,1,2017Q1,16,2017-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2017,2,2017Q2,17,2017-04-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2017,3,2017Q3,18,2017-07-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2017,4,2017Q4,19,2017-10-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2018,1,2018Q1,20,2018-01-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2018,2,2018Q2,21,2018-04-01,1,81,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2018,3,2018Q3,22,2018-07-01,0,112,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2018,4,2018Q4,23,2018-10-01,2,165,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2019,1,2019Q1,24,2019-01-01,1,220,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2019,2,2019Q2,25,2019-04-01,0,270,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2019,3,2019Q3,26,2019-07-01,1,359,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2019,4,2019Q4,27,2019-10-01,0,358,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2020,1,2020Q1,28,2020-01-01,0,420,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2020,2,2020Q2,29,2020-04-01,0,436,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2020,3,2020Q3,30,2020-07-01,0,404,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2020,4,2020Q4,31,2020-10-01,0,394,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2021,1,2021Q1,32,2021-01-01,2,387,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2021,2,2021Q2,33,2021-04-01,0,362,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2021,3,2021Q3,34,2021-07-01,1,382,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2021,4,2021Q4,35,2021-10-01,1,413,1,0,1,0,0,0.013,0.01,250,930
NT,Heterosexual,2022,1,2022Q1,36,2022-01-01,0,469,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2022,2,2022Q2,37,2022-04-01,0,468,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2022,3,2022Q3,38,2022-07-01,0,495,1,0,0,0,0,0.013,0.01,250,930
NT,Heterosexual,2022,4,2022Q4,39,2022-10-01,0,455,1,0,0,0,0,0.013,0.01,250,930
NT,MSM,2013,1,2013Q1,0,2013-01-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2013,2,2013Q2,1,2013-04-01,1,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2013,3,2013Q3,2,2013-07-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2013,4,2013Q4,3,2013-10-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2014,1,2014Q1,4,2014-01-01,3,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2014,2,2014Q2,5,2014-04-01,3,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2014,3,2014Q3,6,2014-07-01,1,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2014,4,2014Q4,7,2014-10-01,4,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2015,1,2015Q1,8,2015-01-01,3,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2015,2,2015Q2,9,2015-04-01,5,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2015,3,2015Q3,10,2015-07-01,1,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2015,4,2015Q4,11,2015-10-01,1,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2016,1,2016Q1,12,2016-01-01,1,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2016,3,2016Q3,14,2016-07-01,0,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2016,4,2016Q4,15,2016-10-01,3,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2017,1,2017Q1,16,2017-01-01,3,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2017,2,2017Q2,17,2017-04-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2017,3,2017Q3,18,2017-07-01,2,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2017,4,2017Q4,19,2017-10-01,0,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2018,1,2018Q1,20,2018-01-01,5,0,0,0,0,1,0,0.013,0.01,250,930
NT,MSM,2018,2,2018Q2,21,2018-04-01,0,81,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2018,3,2018Q3,22,2018-07-01,1,112,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2018,4,2018Q4,23,2018-10-01,1,165,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2019,1,2019Q1,24,2019-01-01,0,220,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2019,2,2019Q2,25,2019-04-01,1,270,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2019,3,2019Q3,26,2019-07-01,0,359,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2019,4,2019Q4,27,2019-10-01,1,358,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2020,1,2020Q1,28,2020-01-01,3,420,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2020,2,2020Q2,29,2020-04-01,1,436,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2020,3,2020Q3,30,2020-07-01,2,404,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2020,4,2020Q4,31,2020-10-01,1,394,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2021,1,2021Q1,32,2021-01-01,3,387,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2021,2,2021Q2,33,2021-04-01,2,362,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2021,3,2021Q3,34,2021-07-01,0,382,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2021,4,2021Q4,35,2021-10-01,2,413,1,0,1,1,1,0.013,0.01,250,930
NT,MSM,2022,1,2022Q1,36,2022-01-01,1,469,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2022,2,2022Q2,37,2022-04-01,1,468,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2022,3,2022Q3,38,2022-07-01,2,495,1,0,0,1,1,0.013,0.01,250,930
NT,MSM,2022,4,2022Q4,39,2022-10-01,0,455,1,0,0,1,1,0.013,0.01,250,930
NT,Other,2013,1,2013Q1,0,2013-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2013,2,2013Q2,1,2013-04-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2013,3,2013Q3,2,2013-07-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2013,4,2013Q4,3,2013-10-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2014,1,2014Q1,4,2014-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2014,2,2014Q2,5,2014-04-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2014,3,2014Q3,6,2014-07-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2014,4,2014Q4,7,2014-10-01,2,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2015,1,2015Q1,8,2015-01-01,3,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2015,2,2015Q2,9,2015-04-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2015,3,2015Q3,10,2015-07-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2015,4,2015Q4,11,2015-10-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2016,1,2016Q1,12,2016-01-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2016,2,2016Q2,13,2016-04-01,3,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2016,3,2016Q3,14,2016-07-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2016,4,2016Q4,15,2016-10-01,2,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2017,1,2017Q1,16,2017-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2017,2,2017Q2,17,2017-04-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2017,3,2017Q3,18,2017-07-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2017,4,2017Q4,19,2017-10-01,1,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2018,1,2018Q1,20,2018-01-01,0,0,0,0,0,0,0,0.013,0.01,250,930
NT,Other,2018,2,2018Q2,21,2018-04-01,0,81,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2018,3,2018Q3,22,2018-07-01,0,112,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2018,4,2018Q4,23,2018-10-01,1,165,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2019,1,2019Q1,24,2019-01-01,0,220,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2019,2,2019Q2,25,2019-04-01,1,270,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2019,3,2019Q3,26,2019-07-01,1,359,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2019,4,2019Q4,27,2019-10-01,0,358,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2020,1,2020Q1,28,2020-01-01,0,420,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2020,2,2020Q2,29,2020-04-01,0,436,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2020,3,2020Q3,30,2020-07-01,0,404,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2020,4,2020Q4,31,2020-10-01,1,394,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2021,1,2021Q1,32,2021-01-01,0,387,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2021,2,2021Q2,33,2021-04-01,0,362,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2021,3,2021Q3,34,2021-07-01,0,382,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2021,4,2021Q4,35,2021-10-01,1,413,1,0,1,0,0,0.013,0.01,250,930
NT,Other,2022,1,2022Q1,36,2022-01-01,1,469,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2022,2,2022Q2,37,2022-04-01,0,468,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2022,3,2022Q3,38,2022-07-01,0,495,1,0,0,0,0,0.013,0.01,250,930
NT,Other,2022,4,2022Q4,39,2022-10-01,0,455,1,0,0,0,0,0.013,0.01,250,930
QLD,Heterosexual,2013,1,2013Q1,0,2013-01-01,11,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2013,2,2013Q2,1,2013-04-01,11,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2013,3,2013Q3,2,2013-07-01,5,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2013,4,2013Q4,3,2013-10-01,8,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2014,1,2014Q1,4,2014-01-01,10,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2014,2,2014Q2,5,2014-04-01,11,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2014,3,2014Q3,6,2014-07-01,14,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2014,4,2014Q4,7,2014-10-01,14,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2015,1,2015Q1,8,2015-01-01,12,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2015,2,2015Q2,9,2015-04-01,12,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2015,3,2015Q3,10,2015-07-01,19,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2015,4,2015Q4,11,2015-10-01,10,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2016,1,2016Q1,12,2016-01-01,11,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2016,2,2016Q2,13,2016-04-01,10,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2016,3,2016Q3,14,2016-07-01,13,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2016,4,2016Q4,15,2016-10-01,7,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2017,1,2017Q1,16,2017-01-01,8,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2017,2,2017Q2,17,2017-04-01,18,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2017,3,2017Q3,18,2017-07-01,7,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2017,4,2017Q4,19,2017-10-01,13,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2018,1,2018Q1,20,2018-01-01,7,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2018,2,2018Q2,21,2018-04-01,10,1428,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2018,3,2018Q3,22,2018-07-01,8,2051,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2018,4,2018Q4,23,2018-10-01,6,2805,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2019,1,2019Q1,24,2019-01-01,12,3817,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2019,2,2019Q2,25,2019-04-01,10,4722,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2019,3,2019Q3,26,2019-07-01,10,5514,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2019,4,2019Q4,27,2019-10-01,7,6317,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2020,1,2020Q1,28,2020-01-01,7,6722,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2020,2,2020Q2,29,2020-04-01,9,7090,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2020,3,2020Q3,30,2020-07-01,13,6603,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2020,4,2020Q4,31,2020-10-01,8,6257,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2021,1,2021Q1,32,2021-01-01,15,6346,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2021,2,2021Q2,33,2021-04-01,7,6462,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2021,3,2021Q3,34,2021-07-01,14,7048,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2021,4,2021Q4,35,2021-10-01,9,7641,1,0,1,0,0,0.2,0.17,340,985
QLD,Heterosexual,2022,1,2022Q1,36,2022-01-01,11,7853,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2022,2,2022Q2,37,2022-04-01,7,7715,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2022,3,2022Q3,38,2022-07-01,8,7640,1,0,0,0,0,0.2,0.17,340,985
QLD,Heterosexual,2022,4,2022Q4,39,2022-10-01,14,7820,1,0,0,0,0,0.2,0.17,340,985
QLD,MSM,2013,1,2013Q1,0,2013-01-01,27,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2013,2,2013Q2,1,2013-04-01,41,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2013,3,2013Q3,2,2013-07-01,20,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2013,4,2013Q4,3,2013-10-01,37,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2014,1,2014Q1,4,2014-01-01,28,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2014,2,2014Q2,5,2014-04-01,26,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2014,3,2014Q3,6,2014-07-01,35,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2014,4,2014Q4,7,2014-10-01,23,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2015,1,2015Q1,8,2015-01-01,38,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2015,2,2015Q2,9,2015-04-01,27,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2015,3,2015Q3,10,2015-07-01,26,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2015,4,2015Q4,11,2015-10-01,32,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2016,1,2016Q1,12,2016-01-01,40,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2016,2,2016Q2,13,2016-04-01,34,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2016,3,2016Q3,14,2016-07-01,29,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2016,4,2016Q4,15,2016-10-01,28,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2017,1,2017Q1,16,2017-01-01,26,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2017,2,2017Q2,17,2017-04-01,26,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2017,3,2017Q3,18,2017-07-01,19,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2017,4,2017Q4,19,2017-10-01,27,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2018,1,2018Q1,20,2018-01-01,30,0,0,0,0,1,0,0.2,0.17,340,985
QLD,MSM,2018,2,2018Q2,21,2018-04-01,22,1428,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2018,3,2018Q3,22,2018-07-01,27,2051,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2018,4,2018Q4,23,2018-10-01,15,2805,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2019,1,2019Q1,24,2019-01-01,16,3817,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2019,2,2019Q2,25,2019-04-01,26,4722,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2019,3,2019Q3,26,2019-07-01,25,5514,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2019,4,2019Q4,27,2019-10-01,19,6317,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2020,1,2020Q1,28,2020-01-01,24,6722,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2020,2,2020Q2,29,2020-04-01,32,7090,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2020,3,2020Q3,30,2020-07-01,14,6603,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2020,4,2020Q4,31,2020-10-01,21,6257,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2021,1,2021Q1,32,2021-01-01,20,6346,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2021,2,2021Q2,33,2021-04-01,21,6462,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2021,3,2021Q3,34,2021-07-01,17,7048,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2021,4,2021Q4,35,2021-10-01,20,7641,1,0,1,1,1,0.2,0.17,340,985
QLD,MSM,2022,1,2022Q1,36,2022-01-01,14,7853,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2022,2,2022Q2,37,2022-04-01,13,7715,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2022,3,2022Q3,38,2022-07-01,13,7640,1,0,0,1,1,0.2,0.17,340,985
QLD,MSM,2022,4,2022Q4,39,2022-10-01,17,7820,1,0,0,1,1,0.2,0.17,340,985
QLD,Other,2013,1,2013Q1,0,2013-01-01,6,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2013,2,2013Q2,1,2013-04-01,4,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2013,3,2013Q3,2,2013-07-01,3,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2013,4,2013Q4,3,2013-10-01,7,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2014,1,2014Q1,4,2014-01-01,4,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2014,2,2014Q2,5,2014-04-01,9,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2014,3,2014Q3,6,2014-07-01,3,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2014,4,2014Q4,7,2014-10-01,8,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2015,1,2015Q1,8,2015-01-01,10,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2015,2,2015Q2,9,2015-04-01,8,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2015,3,2015Q3,10,2015-07-01,4,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2015,4,2015Q4,11,2015-10-01,4,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2016,1,2016Q1,12,2016-01-01,3,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2016,2,2016Q2,13,2016-04-01,4,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2016,3,2016Q3,14,2016-07-01,6,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2016,4,2016Q4,15,2016-10-01,5,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2017,1,2017Q1,16,2017-01-01,6,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2017,2,2017Q2,17,2017-04-01,6,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2017,3,2017Q3,18,2017-07-01,2,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2017,4,2017Q4,19,2017-10-01,2,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2018,1,2018Q1,20,2018-01-01,8,0,0,0,0,0,0,0.2,0.17,340,985
QLD,Other,2018,2,2018Q2,21,2018-04-01,5,1428,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2018,3,2018Q3,22,2018-07-01,4,2051,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2018,4,2018Q4,23,2018-10-01,4,2805,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2019,1,2019Q1,24,2019-01-01,7,3817,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2019,2,2019Q2,25,2019-04-01,5,4722,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2019,3,2019Q3,26,2019-07-01,3,5514,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2019,4,2019Q4,27,2019-10-01,7,6317,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2020,1,2020Q1,28,2020-01-01,6,6722,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2020,2,2020Q2,29,2020-04-01,7,7090,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2020,3,2020Q3,30,2020-07-01,2,6603,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2020,4,2020Q4,31,2020-10-01,3,6257,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2021,1,2021Q1,32,2021-01-01,4,6346,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2021,2,2021Q2,33,2021-04-01,6,6462,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2021,3,2021Q3,34,2021-07-01,5,7048,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2021,4,2021Q4,35,2021-10-01,8,7641,1,0,1,0,0,0.2,0.17,340,985
QLD,Other,2022,1,2022Q1,36,2022-01-01,8,7853,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2022,2,2022Q2,37,2022-04-01,6,7715,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2022,3,2022Q3,38,2022-07-01,3,7640,1,0,0,0,0,0.2,0.17,340,985
QLD,Other,2022,4,2022Q4,39,2022-10-01,5,7820,1,0,0,0,0,0.2,0.17,340,985
SA,Heterosexual,2013,1,2013Q1,0,2013-01-01,5,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2013,2,2013Q2,1,2013-04-01,6,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2013,3,2013Q3,2,2013-07-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2013,4,2013Q4,3,2013-10-01,7,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2014,1,2014Q1,4,2014-01-01,2,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2014,2,2014Q2,5,2014-04-01,8,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2014,3,2014Q3,6,2014-07-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2014,4,2014Q4,7,2014-10-01,3,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2015,1,2015Q1,8,2015-01-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2015,2,2015Q2,9,2015-04-01,5,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2015,3,2015Q3,10,2015-07-01,5,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2015,4,2015Q4,11,2015-10-01,3,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2016,1,2016Q1,12,2016-01-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,0,0,0.07,0.06,310,980
